,SMILES,tpsa,num_five_six_membered_rings,QED,SAS,Task
67,Cc1c(Sc2ccc(Cl)cc2)c2cc(F)ccc2n1CC(=O)O,42.23,3,0.7220509785012367,2.272892176819987,3.0
68,Cc1ccc2c(c1)c(Sc1cccc(Cl)c1)c(C)n2CC(=O)O,42.23,3,0.7108308127953309,2.311592176819987,12.0
69,Cc1c(F)ccc2c1c(Sc1ccc(Cl)cc1)c(C)n2CC(=O)O,42.23,3,0.6847008927291671,2.509033503290718,3.0
70,Cc1ccc2c(c1)c(Sc1ccccc1)c(CC(=O)O)n2C,42.23,3,0.782349127911577,2.284722860908841,3.0
71,Cc1c(Sc2ccc(Cl)cc2)c2cc(Cl)ccc2n1CC(=O)O,42.23,3,0.6637067428533587,2.260214292204603,3.0
72,COc1ccc(Sc2c(C)n(CC(=O)O)c3ccc(C)cc23)cc1,51.46,3,0.742077495425472,2.221115697216195,3.0
73,Cc1c(Sc2ccc(Cl)cc2)c2ccc(Cl)cc2n1CC(=O)O,42.23,3,0.6637067428533587,2.2988731864353724,3.0
74,Cc1c(Sc2ccc(Cl)cc2)c2c(Cl)cccc2n1CC(=O)O,42.23,3,0.6637067428533587,2.3728787152815265,3.0
75,CSCCC(NC(=O)c1sccc1Cl)c1nc2ccccc2[nH]1,57.78,3,0.6756289572787963,2.9432043823547307,63.0
76,Nc1nccc(-n2ccc3ccccc32)n1,56.73,3,0.6679496538576295,2.212026707754225,112.0
77,COc1ccc(C2CC(c3ccc(Br)cc3)=NN2C(C)=O)cc1,41.9,3,0.8110927858841841,2.4838411870884585,12.3
78,Cc1cn(Cc2ccccc2)c(=O)[nH]c1=O,54.86,2,0.8102335094030932,1.8026869368867933,20.0
79,NC(=O)N1c2ccccc2C=Cc2ccccc21,46.330000000000005,2,0.748363450121821,2.259747378654636,7.0
80,COc1ccnc(CSc2nc3ccccc3[nH]2)c1,50.8,3,0.7399487163283743,2.118883833634408,86.0
81,Cc1cc(OCC(=O)Nc2ccccc2)c2cc(Br)ccc2n1,51.22,3,0.743136342730505,1.8539320806661408,123.03
82,COc1cnc(-c2ccccn2)nc1N(C)c1ccccc1,51.14000000000001,3,0.7380726505802397,2.278194511032911,104.0
83,CCn1c(SCC(=O)Nc2cccc(C)c2)nnc1-c1ccccc1,59.81,3,0.6812194326251889,1.850164697715103,150.0
84,CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1,54.37,2,0.8589607719574609,2.382505881526658,3.0
85,O=C(CCc1ccccc1O)Nc1ccccc1,49.33,2,0.8641680408242077,1.5079997455185428,30.0
86,Nc1nnc(-c2ccccc2)s1,51.8,2,0.7220418511824791,1.8891340888803647,3.0
87,O=C1Nc2ccccc2B(O)N1c1ccccc1,52.57,3,0.7380290701649741,2.8361361360510866,5.13
88,O=S(=O)(c1ccccc1)N1CCN(Cc2ccccc2)CC1,40.620000000000005,3,0.8680459759098327,1.5620389821867562,64.0
89,CCSc1ccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)cc1,46.53,2,0.7442962183422128,2.1194740627312765,134.0
90,O=C(O)COc1ccc(Br)cc1-c1ccccc1,46.53,2,0.9388729754122258,1.6520498151321874,3.0
91,O=C(O)COc1ccc(C(F)(F)F)cc1-c1ccc(Cl)cc1,46.53,2,0.8981325047771654,1.8700018187252176,11.0
92,COc1ccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)cc1,55.760000000000005,2,0.9067563630873428,1.857854058688119,12.0
